Tick,Evento,Tipo de Comercio,ID Pedido
2137,Comenzó el envio del pedido,restaurante,853
2139,Finalizó el envío del pedido,restaurante,854
2140,Entró el pedido al sistema,restaurante,867
2141,Se empezó a elaborar el pedido,restaurante,867
2141,Finalizó el envío del pedido,restaurante,857
2142,Se asignó el rapartidor,restaurante,864
2142,Finalizó el envío del pedido,restaurante,848
2143,Se asignó el rapartidor,restaurante,865
2144,Entró el pedido al sistema,restaurante,868
2144,Se asignó el rapartidor,restaurante,860
2145,Se empezó a elaborar el pedido,restaurante,868
2145,Se asignó el rapartidor,restaurante,858
2147,Se Termino de elaborar el pedido,restaurante,865
2147,Comenzó el envio del pedido,restaurante,865
2148,Entró el pedido al sistema,restaurante,869
2148,Se asignó el rapartidor,restaurante,867
2148,Finalizó el envío del pedido,restaurante,849
2150,Se Termino de elaborar el pedido,restaurante,863
2151,Se asignó el rapartidor,restaurante,863
2152,Entró el pedido al sistema,restaurante,870
2152,Se asignó el rapartidor,restaurante,869
2152,Comenzó el envio del pedido,restaurante,863
2152,Finalizó el envío del pedido,restaurante,853
2153,Se empezó a elaborar el pedido,restaurante,870
2155,Entró el pedido al sistema,restaurante,871
2156,Entró el pedido al sistema,restaurante,872
2156,Se empezó a elaborar el pedido,restaurante,871
2157,Se empezó a elaborar el pedido,restaurante,872
2158,Se Termino de elaborar el pedido,restaurante,856
2158,Se Termino de elaborar el pedido,restaurante,866
2158,Se empezó a elaborar el pedido,restaurante,869
2158,Comenzó el envio del pedido,restaurante,866
2158,Comenzó el envio del pedido,restaurante,856
2159,Se Termino de elaborar el pedido,restaurante,858
2159,Se asignó el rapartidor,restaurante,870
2159,Comenzó el envio del pedido,restaurante,858
2161,Entró el pedido al sistema,farmacia,873
2162,Se empezó a elaborar el pedido,farmacia,873
2162,Se Termino de elaborar el pedido,farmacia,873
2163,Entró el pedido al sistema,restaurante,874
2165,Se Termino de elaborar el pedido,restaurante,861
2165,Finalizó el envío del pedido,restaurante,865
2165,Se empezó a elaborar el pedido,restaurante,862
2165,Comenzó el envio del pedido,restaurante,861
2167,Entró el pedido al sistema,restaurante,875
2167,Se Termino de elaborar el pedido,restaurante,860
2167,Se Termino de elaborar el pedido,restaurante,851
2167,Se asignó el rapartidor,restaurante,868
2167,Comenzó el envio del pedido,restaurante,851
2167,Se empezó a elaborar el pedido,restaurante,864
2167,Comenzó el envio del pedido,restaurante,860
2169,Se asignó el rapartidor,farmacia,873
2169,Finalizó el envío del pedido,restaurante,866
2169,Finalizó el envío del pedido,restaurante,863
2170,Comenzó el envio del pedido,farmacia,873
2171,Entró el pedido al sistema,farmacia,876
2172,Se empezó a elaborar el pedido,farmacia,876
2172,Se Termino de elaborar el pedido,farmacia,876
2173,Se Termino de elaborar el pedido,restaurante,871
2174,Entró el pedido al sistema,almacen,877
2174,Finalizó el envío del pedido,restaurante,861
2175,Entró el pedido al sistema,restaurante,878
2175,Se empezó a elaborar el pedido,almacen,877
2175,Se empezó a elaborar el pedido,restaurante,878
2175,Se Termino de elaborar el pedido,almacen,877
2176,Finalizó el envío del pedido,restaurante,851
2177,Entró el pedido al sistema,restaurante,879
2177,Finalizó el envío del pedido,restaurante,858
2177,Finalizó el envío del pedido,restaurante,856
2178,Entró el pedido al sistema,restaurante,880
2179,Se Termino de elaborar el pedido,restaurante,869
2179,Se Termino de elaborar el pedido,restaurante,867
2179,Se empezó a elaborar el pedido,restaurante,874
2179,Se empezó a elaborar el pedido,restaurante,880
2179,Comenzó el envio del pedido,restaurante,869
2179,Comenzó el envio del pedido,restaurante,867
2180,Entró el pedido al sistema,almacen,881
2181,Entró el pedido al sistema,restaurante,882
2181,Entró el pedido al sistema,restaurante,883
2181,Se asignó el rapartidor,restaurante,871
2182,Se empezó a elaborar el pedido,almacen,881
2182,Se empezó a elaborar el pedido,restaurante,882
2182,Se Termino de elaborar el pedido,restaurante,868
2182,Se empezó a elaborar el pedido,restaurante,883
2182,Finalizó el envío del pedido,restaurante,860
2182,Se Termino de elaborar el pedido,almacen,881
2182,Se empezó a elaborar el pedido,restaurante,879
2182,Comenzó el envio del pedido,restaurante,871
2182,Comenzó el envio del pedido,restaurante,868
2183,Finalizó el envío del pedido,farmacia,873
2184,Se Termino de elaborar el pedido,restaurante,870
2184,Se asignó el rapartidor,farmacia,876
2184,Comenzó el envio del pedido,restaurante,870
2185,Comenzó el envio del pedido,farmacia,876
2185,Entró el pedido al sistema,farmacia,884
2185,Se asignó el rapartidor,almacen,877
2186,Entró el pedido al sistema,restaurante,885
2186,Comenzó el envio del pedido,almacen,877
2186,Se empezó a elaborar el pedido,farmacia,884
2186,Se Termino de elaborar el pedido,farmacia,884
2187,Se asignó el rapartidor,farmacia,884
2188,Comenzó el envio del pedido,farmacia,884
2188,Se asignó el rapartidor,restaurante,872
2188,Finalizó el envío del pedido,restaurante,871
2189,Finalizó el envío del pedido,restaurante,867
2190,Entró el pedido al sistema,restaurante,886
2192,Finalizó el envío del pedido,restaurante,870
2192,Finalizó el envío del pedido,farmacia,884
2194,Entró el pedido al sistema,restaurante,887
2194,Finalizó el envío del pedido,almacen,877
2196,Entró el pedido al sistema,restaurante,888
2196,Se asignó el rapartidor,almacen,881
2197,Comenzó el envio del pedido,almacen,881
2197,Se empezó a elaborar el pedido,restaurante,888
2197,Se asignó el rapartidor,restaurante,874
2198,Se asignó el rapartidor,restaurante,875
2198,Entró el pedido al sistema,restaurante,889
2198,Se Termino de elaborar el pedido,restaurante,862
2198,Finalizó el envío del pedido,restaurante,869
2198,Entró el pedido al sistema,restaurante,890
2198,Comenzó el envio del pedido,restaurante,862
2199,Se empezó a elaborar el pedido,restaurante,890
2199,Se empezó a elaborar el pedido,restaurante,889
2199,Se asignó el rapartidor,restaurante,880
2199,Finalizó el envío del pedido,restaurante,868
2200,Se asignó el rapartidor,restaurante,885
2201,Entró el pedido al sistema,restaurante,891
2201,Se asignó el rapartidor,restaurante,878
2202,Entró el pedido al sistema,restaurante,892
2202,Se Termino de elaborar el pedido,restaurante,872
2202,Se asignó el rapartidor,restaurante,886
2202,Se empezó a elaborar el pedido,restaurante,886
2202,Comenzó el envio del pedido,restaurante,872
2203,Entró el pedido al sistema,restaurante,893
2203,Se Termino de elaborar el pedido,restaurante,882
2203,Se Termino de elaborar el pedido,restaurante,878
2203,Se empezó a elaborar el pedido,restaurante,892
2203,Se asignó el rapartidor,restaurante,890
2203,Comenzó el envio del pedido,restaurante,878
2204,Se Termino de elaborar el pedido,restaurante,864
2204,Se asignó el rapartidor,restaurante,887
2204,Se empezó a elaborar el pedido,restaurante,875
2204,Finalizó el envío del pedido,farmacia,876
2204,Comenzó el envio del pedido,restaurante,864
2206,Entró el pedido al sistema,restaurante,894
2206,Finalizó el envío del pedido,restaurante,862
2207,Entró el pedido al sistema,restaurante,895
2207,Se empezó a elaborar el pedido,restaurante,894
2207,Finalizó el envío del pedido,almacen,881
2208,Se empezó a elaborar el pedido,restaurante,895
2209,Se Termino de elaborar el pedido,restaurante,890
2209,Se empezó a elaborar el pedido,restaurante,893
2209,Comenzó el envio del pedido,restaurante,890
2210,Finalizó el envío del pedido,restaurante,878
2212,Entró el pedido al sistema,restaurante,896
2213,Se Termino de elaborar el pedido,restaurante,880
2213,Comenzó el envio del pedido,restaurante,880
2214,Entró el pedido al sistema,restaurante,897
2214,Se Termino de elaborar el pedido,restaurante,874
2214,Se Termino de elaborar el pedido,restaurante,892
2214,Comenzó el envio del pedido,restaurante,874
2215,Entró el pedido al sistema,restaurante,898
2215,Se empezó a elaborar el pedido,restaurante,897
2215,Se asignó el rapartidor,restaurante,889
2215,Entró el pedido al sistema,almacen,899
2215,Finalizó el envío del pedido,restaurante,872
2215,Finalizó el envío del pedido,restaurante,890
2216,Se empezó a elaborar el pedido,almacen,899
2216,Se Termino de elaborar el pedido,almacen,899
2217,Se asignó el rapartidor,almacen,899
2217,Finalizó el envío del pedido,restaurante,864
2218,Comenzó el envio del pedido,almacen,899
2218,Se asignó el rapartidor,restaurante,882
2219,Entró el pedido al sistema,restaurante,900
2219,Se asignó el rapartidor,restaurante,879
2219,Comenzó el envio del pedido,restaurante,882
2220,Se empezó a elaborar el pedido,restaurante,900
2220,Se asignó el rapartidor,restaurante,900
2221,Entró el pedido al sistema,restaurante,901
2221,Entró el pedido al sistema,restaurante,902
2222,Se empezó a elaborar el pedido,restaurante,902
2222,Se empezó a elaborar el pedido,restaurante,901
2222,Se asignó el rapartidor,restaurante,888
2222,Finalizó el envío del pedido,restaurante,874
2222,Finalizó el envío del pedido,restaurante,880
2223,Se Termino de elaborar el pedido,restaurante,889
2223,Comenzó el envio del pedido,restaurante,889
2225,Entró el pedido al sistema,restaurante,903
2225,Se Termino de elaborar el pedido,restaurante,879
2225,Se asignó el rapartidor,restaurante,891
2225,Se empezó a elaborar el pedido,restaurante,885
2225,Entró el pedido al sistema,restaurante,904
2225,Comenzó el envio del pedido,restaurante,879
2225,Entró el pedido al sistema,restaurante,905
2226,Se empezó a elaborar el pedido,restaurante,905
2226,Se empezó a elaborar el pedido,restaurante,903
2227,Se Termino de elaborar el pedido,restaurante,883
2227,Se empezó a elaborar el pedido,restaurante,887
2227,Comenzó el envio del pedido,restaurante,883
2228,Entró el pedido al sistema,restaurante,906
2229,Se asignó el rapartidor,restaurante,892
2229,Se Termino de elaborar el pedido,restaurante,897
2230,Se Termino de elaborar el pedido,restaurante,895
2230,Comenzó el envio del pedido,restaurante,892
2231,Se asignó el rapartidor,restaurante,894
2231,Finalizó el envío del pedido,restaurante,889
2232,Entró el pedido al sistema,restaurante,907
2232,Se asignó el rapartidor,restaurante,895
2233,Entró el pedido al sistema,restaurante,908
2233,Se Termino de elaborar el pedido,restaurante,900
2233,Comenzó el envio del pedido,restaurante,895
2233,Se asignó el rapartidor,restaurante,896
2233,Comenzó el envio del pedido,restaurante,900
2233,Finalizó el envío del pedido,almacen,899
2234,Se empezó a elaborar el pedido,restaurante,908
2237,Finalizó el envío del pedido,restaurante,882
2238,Entró el pedido al sistema,restaurante,909
2238,Se Termino de elaborar el pedido,restaurante,886
2238,Se Termino de elaborar el pedido,restaurante,893
2238,Comenzó el envio del pedido,restaurante,886
2239,Entró el pedido al sistema,restaurante,910
2239,Finalizó el envío del pedido,restaurante,895
2239,Finalizó el envío del pedido,restaurante,892
2240,Se empezó a elaborar el pedido,restaurante,909
2240,Se asignó el rapartidor,restaurante,897
2241,Comenzó el envio del pedido,restaurante,897
2241,Se Termino de elaborar el pedido,restaurante,875
2241,Finalizó el envío del pedido,restaurante,900
2241,Se empezó a elaborar el pedido,restaurante,896
2241,Comenzó el envio del pedido,restaurante,875
2242,Se Termino de elaborar el pedido,restaurante,888
2242,Se empezó a elaborar el pedido,restaurante,904
2242,Comenzó el envio del pedido,restaurante,888
2243,Finalizó el envío del pedido,restaurante,883
2244,Entró el pedido al sistema,restaurante,911
2244,Finalizó el envío del pedido,restaurante,879
2245,Se empezó a elaborar el pedido,restaurante,911
2247,Se asignó el rapartidor,restaurante,904
2247,Finalizó el envío del pedido,restaurante,888
2248,Se Termino de elaborar el pedido,restaurante,902
2248,Se empezó a elaborar el pedido,restaurante,910
2249,Entró el pedido al sistema,restaurante,912
2249,Se Termino de elaborar el pedido,restaurante,894
2249,Comenzó el envio del pedido,restaurante,894
2250,Se empezó a elaborar el pedido,restaurante,912
2250,Se asignó el rapartidor,restaurante,898
2251,Se asignó el rapartidor,restaurante,906
2252,Se asignó el rapartidor,restaurante,907
2252,Finalizó el envío del pedido,restaurante,886
2253,Se asignó el rapartidor,restaurante,883
2254,Entró el pedido al sistema,almacen,913
2255,Se empezó a elaborar el pedido,almacen,913
2255,Se Termino de elaborar el pedido,almacen,913
2256,Entró el pedido al sistema,restaurante,914
2256,Se Termino de elaborar el pedido,restaurante,911
2256,Finalizó el envío del pedido,restaurante,875
2257,Se Termino de elaborar el pedido,restaurante,885
2257,Se asignó el rapartidor,restaurante,903
2257,Se empezó a elaborar el pedido,restaurante,914
2257,Comenzó el envio del pedido,restaurante,885
2259,Finalizó el envío del pedido,restaurante,897
2259,Finalizó el envío del pedido,restaurante,894
2260,Se asignó el rapartidor,restaurante,905
2260,Se Termino de elaborar el pedido,restaurante,903
2260,Comenzó el envio del pedido,restaurante,903
2261,Entró el pedido al sistema,farmacia,915
2261,Finalizó el envío del pedido,restaurante,885
2262,Se empezó a elaborar el pedido,farmacia,915
2262,Se Termino de elaborar el pedido,restaurante,887
2262,Se empezó a elaborar el pedido,restaurante,898
2262,Se Termino de elaborar el pedido,farmacia,915
2262,Comenzó el envio del pedido,restaurante,887
2264,Se asignó el rapartidor,almacen,913
2265,Comenzó el envio del pedido,almacen,913
2266,Entró el pedido al sistema,restaurante,916
2266,Se Termino de elaborar el pedido,restaurante,904
2266,Se Termino de elaborar el pedido,restaurante,901
2266,Se empezó a elaborar el pedido,restaurante,907
2266,Comenzó el envio del pedido,restaurante,904
2267,Se asignó el rapartidor,farmacia,915
2267,Finalizó el envío del pedido,restaurante,887
2268,Se Termino de elaborar el pedido,restaurante,896
2268,Se empezó a elaborar el pedido,restaurante,916
2268,Se Termino de elaborar el pedido,restaurante,910
2268,Comenzó el envio del pedido,farmacia,915
2268,Se asignó el rapartidor,restaurante,908
2268,Comenzó el envio del pedido,restaurante,896
2270,Se Termino de elaborar el pedido,restaurante,908
2270,Se Termino de elaborar el pedido,restaurante,905
2270,Se asignó el rapartidor,restaurante,893
2270,Comenzó el envio del pedido,restaurante,908
2270,Comenzó el envio del pedido,restaurante,905
2270,Finalizó el envío del pedido,almacen,913
2271,Entró el pedido al sistema,farmacia,917
2271,Comenzó el envio del pedido,restaurante,893
2272,Entró el pedido al sistema,restaurante,918
2272,Se empezó a elaborar el pedido,farmacia,917
2272,Se asignó el rapartidor,restaurante,911
2272,Se Termino de elaborar el pedido,farmacia,917
